chromosome,window_start,window_end,Azucena_CG,IR64_CG,Azucena_CHG,IR64_CHG,Azucena_CHH,IR64_CHH,recombination_rate
chr2,2400001,2500000,1539,2161,488,841,2,4,0
chr2,2500001,2600000,1222,1294,637,379,3,44,0
chr2,2600001,2700000,1090,1058,287,300,30,34,0.471691016
chr2,2700001,2800000,917,848,283,105,34,103,0.707536525
chr2,2800001,2900000,761,1023,38,113,65,70,0
chr2,2900001,3000000,1107,876,127,124,70,102,0.235845508
chr2,3000001,3100000,990,871,104,232,67,47,1.891256225
chr2,3100001,3200000,793,718,164,86,27,55,0.471691016
chr2,3200001,3300000,767,1129,72,265,61,44,0
chr2,3300001,3400000,1282,1143,373,346,35,96,0.471691016
chr2,3400001,3500000,1095,914,170,209,12,263,0
chr2,3500001,3600000,894,1052,129,172,91,113,2.881116669
chr2,3600001,3700000,871,1062,164,311,152,28,1.417319129
chr2,3700001,3800000,950,1306,126,454,79,39,0
chr2,3800001,3900000,898,1329,253,313,8,100,0.945628112
chr2,3900001,4000000,1452,742,373,78,28,92,0.709782604
chr2,4000001,4100000,988,770,186,142,99,162,1.181473621
chr2,4100001,4200000,846,1342,70,359,118,96,2.138418515
chr2,4200001,4300000,1062,1303,165,315,71,113,0
chr2,4300001,4400000,882,788,89,226,139,117,0.709782604
chr2,4400001,4500000,1266,1342,242,455,76,74,0.235845508
chr2,4500001,4600000,777,740,246,113,117,112,0.235845508
chr2,4600001,4700000,819,1194,113,241,77,70,0.943382033
chr2,4700001,4800000,996,865,119,197,74,206,0.709782604
chr2,4800001,4900000,1046,1027,308,200,102,93,1.419565208
chr2,4900001,5000000,805,752,133,93,90,142,0.943382033
chr2,5000001,5100000,862,945,62,262,87,97,0.235845508
chr2,5100001,5200000,1041,798,221,74,44,26,0.471691016
chr2,5200001,5300000,907,985,141,159,74,56,0.943382033
chr2,5300001,5400000,951,1373,65,395,38,20,0
chr2,5400001,5500000,1140,653,186,127,36,97,0.235845508
chr2,5500001,5600000,910,1231,168,253,48,86,1.1837197
chr2,5600001,5700000,872,1147,118,215,33,67,0.471691016
chr2,5700001,5800000,1002,1087,187,243,111,70,0.945628112
chr2,5800001,5900000,1252,768,240,138,57,59,0
chr2,5900001,6000000,889,1356,133,404,61,79,0.943382033
chr2,6000001,6100000,1470,1143,547,187,35,46,0.471691016
chr2,6100001,6200000,1316,1170,174,234,32,70,0.235845508
chr2,6200001,6300000,1306,1336,250,353,15,14,0.471691016
chr2,6300001,6400000,1334,1581,299,326,32,10,0
chr2,6400001,6500000,1718,1268,564,286,17,128,0.471691016
chr2,6500001,6600000,1198,987,379,253,42,41,0.471691016
chr2,6600001,6700000,1196,875,337,188,87,44,0.707536525
chr2,6700001,6800000,926,1080,145,225,37,28,0.707536525
chr2,6800001,6900000,954,1523,231,402,44,48,1.650918558
chr2,6900001,7000000,1431,1239,530,275,0,73,0
chr2,7000001,7100000,1225,947,285,209,50,153,0.235845508
chr2,7100001,7200000,1321,1607,362,359,108,68,0.471691016
chr2,7200001,7300000,967,1443,139,311,56,64,0
chr2,7300001,7400000,1047,1301,295,307,95,59,0
chr2,7400001,7500000,1042,1291,146,245,16,47,0.707536525
chr2,7500001,7600000,1200,1497,248,477,91,35,0.945628112
chr2,7600001,7700000,1342,1473,241,509,30,57,0
chr2,7700001,7800000,1196,1606,388,388,53,24,0.235845508
chr2,7800001,7900000,1266,2282,463,911,34,6,0.235845508
chr2,7900001,8000000,1501,1925,418,742,3,1,0.235845508
chr2,8000001,8100000,1676,2007,779,858,3,5,0
chr2,8100001,8200000,1262,1342,495,539,32,53,0
chr2,8200001,8300000,1580,1387,469,228,61,56,0
chr2,8300001,8400000,1152,1643,325,409,107,88,0.235845508
chr2,8400001,8500000,1173,1245,320,324,52,63,0.235845508
chr2,8500001,8600000,1127,1326,243,366,40,55,0.707536525
chr2,8600001,8700000,1386,1312,402,267,19,3,0.235845508
chr2,8700001,8800000,1007,1541,320,493,49,36,0.235845508
chr2,8800001,8900000,1008,1388,164,274,45,39,0.235845508
chr2,8900001,9000000,1084,1051,319,326,28,51,0.950163464
chr2,9000001,9100000,1132,1131,232,204,60,91,0
chr2,9100001,9200000,1199,1173,350,234,42,19,0
chr2,9200001,9300000,1343,1252,569,262,0,86,0
chr2,9300001,9400000,1134,1571,438,708,0,58,0
chr2,9400001,9500000,961,1407,400,514,7,114,0.471691016
chr2,9500001,9600000,1188,935,303,218,76,46,0.707536525
chr2,9600001,9700000,1092,1615,242,516,17,18,0.471691016
chr2,9700001,9800000,1390,1503,538,238,13,6,0
chr2,9800001,9900000,1198,1461,240,453,6,11,0
chr2,9900001,10000000,1523,1077,468,181,14,138,0.235845508
chr2,10000001,10100000,1124,1671,231,415,88,23,0.943382033
chr2,10100001,10200000,1141,1535,363,479,11,29,0.950163464
chr2,10200001,10300000,1486,1421,556,416,25,34,0.471691016
chr2,10300001,10400000,1184,1564,350,412,12,9,0
chr2,10400001,10500000,1272,1461,297,521,13,12,0.235845508
chr2,10500001,10600000,2006,1590,776,419,13,29,0
chr2,10600001,10700000,1565,1595,647,471,7,46,0
chr2,10700001,10800000,1441,1446,461,491,30,39,0.235845508
chr2,10800001,10900000,1264,1477,561,390,35,10,0.235845508
chr2,10900001,11000000,1259,1394,440,258,29,60,0.235845508
chr2,11000001,11100000,1613,1418,351,421,4,35,0.707536525
chr2,11100001,11200000,1265,1714,434,439,46,22,0.945628112
chr2,11200001,11300000,1339,1609,243,599,47,3,0.473937096
chr2,11300001,11400000,1983,1619,727,454,13,16,0
chr2,11400001,11500000,1256,1549,440,447,10,33,0
chr2,11500001,11600000,1618,1411,534,370,26,8,0
chr2,11600001,11700000,1249,1441,320,567,2,22,0.709782604
chr2,11700001,11800000,1501,1273,548,355,5,57,0
chr2,11800001,11900000,1577,1440,751,430,11,12,0
chr2,11900001,12000000,1757,623,596,221,7,7,0.235845508
chr2,12000001,12100000,802,1595,244,646,15,6,0.235845508
chr2,12100001,12200000,1374,1485,605,565,12,6,0
chr2,12200001,12300000,1558,1969,631,560,12,3,0
chr2,12300001,12400000,1988,1420,603,399,7,6,0
chr2,12400001,12500000,1319,1610,387,418,31,61,0
chr2,12500001,12600000,1207,1625,522,660,89,15,0
chr2,12600001,12700000,1746,1866,678,561,12,24,0.235845508
chr2,12700001,12800000,1546,1759,506,432,40,49,0.235845508
chr2,12800001,12900000,1479,1513,438,350,12,4,0
chr2,12900001,13000000,1551,1117,580,600,30,9,0.235845508
chr2,13000001,13100000,1643,1374,529,308,3,59,0.235845508
chr2,13100001,13200000,1580,1670,639,641,32,1,0
chr2,13200001,13300000,1132,1649,338,541,27,52,0
chr2,13300001,13400000,1943,1739,990,501,11,40,0
chr2,13400001,13500000,1777,1360,606,500,17,38,0
chr2,13500001,13600000,1981,1927,952,806,25,4,0
chr2,13600001,13700000,2216,1792,1033,637,0,9,0.235845508
chr2,13700001,13800000,1925,1705,113,677,3,78,0
chr2,13800001,13900000,1366,2063,117,935,4,5,0
chr2,13900001,14000000,1787,5210,646,296,1,6,0
chr2,14000001,14100000,1581,2187,583,718,18,13,0
chr2,14100001,14200000,1965,1948,737,816,14,8,0
chr2,14200001,14300000,1875,1936,698,802,3,10,0
chr2,14300001,14400000,1923,1970,777,763,2,6,0
chr2,14400001,14500000,1327,2168,600,638,0,5,0
chr2,14500001,14600000,1879,2117,948,893,14,0,0
chr2,14600001,14700000,2023,1816,897,552,22,0,0
chr2,14700001,14800000,1806,1912,942,688,14,4,0
chr2,14800001,14900000,1976,2374,1134,855,15,9,0.235845508
chr2,14900001,15000000,1975,2181,1005,835,2,25,0
chr2,15000001,15100000,2045,1965,1019,904,0,20,0
chr2,15100001,15200000,1873,1859,697,865,12,30,0
chr2,15200001,15300000,1876,2654,994,876,6,5,0.235845508
chr2,15300001,15400000,1499,1413,369,534,9,2,0
chr2,15400001,15500000,2077,2022,852,712,10,1,0
chr2,15500001,15600000,1472,1706,479,696,35,11,0
chr2,15600001,15700000,1479,2365,477,939,35,22,0
chr2,15700001,15800000,1461,1824,583,548,8,11,0
chr2,15800001,15900000,1194,1903,491,336,26,3,0.235845508
chr2,15900001,16000000,1352,2751,452,1089,15,9,0.235845508
chr2,16000001,16100000,1480,2110,411,733,32,1,0
chr2,16100001,16200000,1495,1920,263,733,26,7,0
chr2,16200001,16300000,1617,2010,576,677,37,35,0
chr2,16300001,16400000,1226,1625,425,508,66,34,0.235845508
chr2,16400001,16500000,1396,1372,509,335,37,22,0.235845508
chr2,16500001,16600000,1438,1450,486,626,17,15,0.235845508
chr2,16600001,16700000,1532,1680,573,546,3,24,0.471691016
chr2,16700001,16800000,1385,1603,400,430,8,37,0.235845508
chr2,16800001,16900000,1561,1565,499,327,24,10,0
chr2,16900001,17000000,1741,1870,717,461,17,55,0
chr2,17000001,17100000,1796,1311,894,560,6,53,0
chr2,17100001,17200000,1158,1386,361,322,31,68,0.709782604
chr2,17200001,17300000,1400,1633,489,497,42,20,0
chr2,17300001,17400000,1160,1507,433,547,8,8,0.471691016
chr2,17400001,17500000,1425,1763,215,383,14,5,0
chr2,17500001,17600000,1529,1684,336,577,6,22,0
chr2,17600001,17700000,1305,2105,548,642,15,36,0.235845508
chr2,17700001,17800000,1433,1967,309,434,6,1,0.235845508
chr2,17800001,17900000,1954,2412,803,941,7,2,0
chr2,17900001,18000000,2289,1666,1008,597,7,78,0
chr2,18000001,18100000,1381,1600,718,437,13,42,0.235845508
chr2,18100001,18200000,1180,1532,446,386,28,4,0
chr2,18200001,18300000,1330,1627,262,241,34,12,0.235845508
chr2,18300001,18400000,1542,1471,578,336,33,5,1.181473621
chr2,18400001,18500000,1331,1588,427,501,32,8,0.472808734
chr2,18500001,18600000,1612,1735,714,389,0,20,0
chr2,18600001,18700000,1725,1487,670,477,9,29,0.709782604
chr2,18700001,18800000,1264,1330,236,347,20,53,0
chr2,18800001,18900000,1183,1574,591,712,18,39,0.235845508
chr2,18900001,19000000,1111,1761,381,618,22,39,0.471691016
chr2,19000001,19100000,1172,2178,281,733,58,25,1.417319129
chr2,19100001,19200000,1484,2494,395,1061,44,10,0.707536525
chr2,19200001,19300000,1149,2479,402,822,59,18,1.179227541
chr2,19300001,19400000,1055,1170,289,251,29,21,0.235845508
chr2,19400001,19500000,1308,1402,470,523,38,39,0.471691016
chr2,19500001,19600000,880,1254,186,334,182,58,0.945628112
chr2,19600001,19700000,968,1360,242,285,75,96,0.707536525
chr2,19700001,19800000,1350,1501,386,299,63,42,0.471691016
chr2,19800001,19900000,1475,1241,303,492,19,48,0.471691016
chr2,19900001,20000000,1249,1406,372,602,46,25,0
chr2,20000001,20100000,1236,1315,318,297,54,29,0.947874192
chr2,20100001,20200000,1380,1324,538,405,37,45,0
chr2,20200001,20300000,1345,1023,359,260,16,125,0.235845508
chr2,20300001,20400000,1179,1287,409,346,63,49,0.947874192
chr2,20400001,20500000,1239,1607,394,301,81,57,0.945628112
chr2,20500001,20600000,1207,1376,221,282,23,47,0.235845508
chr2,20600001,20700000,1364,1192,404,268,11,57,0.235845508
chr2,20700001,20800000,1728,2068,388,744,36,130,0.235845508
chr2,20800001,20900000,1368,1488,354,505,7,35,0
chr2,20900001,21000000,1249,1096,344,343,51,44,0.94449975
chr2,21000001,21100000,1211,1354,515,322,72,121,0.471691016
chr2,21100001,21200000,1351,1134,305,320,41,96,0.945628112
chr2,21200001,21300000,1232,1764,282,361,40,4,0
chr2,21300001,21400000,1062,1572,182,530,40,1,0.235845508
chr2,21400001,21500000,1308,1558,164,287,28,6,0
chr2,21500001,21600000,1113,1613,293,411,48,8,0.471691016
chr2,21600001,21700000,768,1254,102,528,45,0,0.707536525
chr2,21700001,21800000,1198,1243,275,403,59,67,0.235845508
chr2,21800001,21900000,1054,1560,273,401,25,125,0.707536525
chr2,21900001,22000000,1136,1336,388,446,54,45,0
chr2,22000001,22100000,1421,1331,318,390,29,36,0.471691016
chr2,22100001,22200000,1280,1388,363,393,22,62,0.235845508
chr2,22200001,22300000,1423,1377,377,280,57,42,0.471691016
chr2,22300001,22400000,1033,1353,375,363,37,69,0.471691016
chr2,22400001,22500000,1222,1550,346,527,56,65,0.709782604
chr2,22500001,22600000,954,1220,241,229,68,55,1.415073049
chr2,22600001,22700000,710,916,123,301,80,72,0.707536525
chr2,22700001,22800000,1093,1256,98,338,71,98,0.472808734
chr2,22800001,22900000,1042,1685,286,351,109,31,0.235845508
chr2,22900001,23000000,1343,1407,277,238,58,34,1.181473621
chr2,23000001,23100000,1312,1470,341,333,86,63,0.235845508
chr2,23100001,23200000,1291,1074,401,372,23,96,0.707536525
chr2,23200001,23300000,1059,1233,133,353,57,115,0.707536525
chr2,23300001,23400000,976,1394,237,363,69,71,0.707536525
chr2,23400001,23500000,932,720,140,179,129,122,0.709782604
chr2,23500001,23600000,1125,975,237,98,67,28,0.235845508
chr2,23600001,23700000,823,1234,115,231,71,113,0.235845508
chr2,23700001,23800000,1048,1556,183,342,88,34,0
chr2,23800001,23900000,1232,1502,342,368,41,93,1.898037655
chr2,23900001,24000000,351,1240,24,291,19,34,0.707536525
chr2,24000001,24100000,1037,964,150,147,44,101,0.235845508
chr2,24100001,24200000,1250,1125,357,296,56,173,0
chr2,24200001,24300000,1377,897,439,162,60,148,0.235845508
chr2,24300001,24400000,1112,1487,266,529,38,31,0.235845508
chr2,24400001,24500000,638,735,147,143,30,14,0.235845508
chr2,24500001,24600000,1903,737,709,172,11,115,0
chr2,24600001,24700000,1478,1085,609,313,23,91,0.707536525
chr2,24700001,24800000,1288,1153,491,258,43,41,0
chr2,24800001,24900000,1192,1156,359,237,2,47,0
chr2,24900001,25000000,901,1322,163,312,29,30,0.471691016
chr2,25000001,25100000,961,1638,292,446,93,58,0.943382033
chr2,25100001,25200000,914,1074,248,310,46,114,0.707536525
chr2,25200001,25300000,938,1228,199,280,44,33,0.471691016
chr2,25300001,25400000,980,1363,191,590,85,46,0
chr2,25400001,25500000,1515,1998,570,621,34,30,0
chr2,25500001,25600000,788,1435,154,433,66,20,0.708654242
chr2,25600001,25700000,1333,1771,298,533,29,7,0
chr2,25700001,25800000,1405,818,391,156,17,28,0
chr2,25800001,25900000,859,920,201,153,34,84,0.235845508
chr2,25900001,26000000,847,826,148,151,63,85,0.707536525
chr2,26000001,26100000,770,1189,249,319,83,22,0.235845508
chr2,26100001,26200000,778,1272,139,339,19,62,0.471691016
chr2,26200001,26300000,861,1457,300,444,37,101,0.471691016
chr2,26300001,26400000,1047,1186,214,393,50,41,0
chr2,26400001,26500000,948,1020,206,251,64,59,0.235845508
chr2,26500001,26600000,1197,1757,324,474,61,9,0.707536525
chr2,26600001,26700000,1237,1003,385,272,51,44,0.471691016
chr2,26700001,26800000,846,892,240,214,47,108,0.707536525
chr2,26800001,26900000,901,919,174,269,99,91,1.179227541
chr2,26900001,27000000,900,790,194,255,64,46,1.181473621
chr2,27000001,27100000,917,1193,147,281,124,73,0.943382033
chr2,27100001,27200000,1218,1070,470,177,66,85,0.235845508
chr2,27200001,27300000,987,1052,287,246,50,167,0.471691016
chr2,27300001,27400000,1056,1404,230,359,12,83,0.707536525
chr2,27400001,27500000,1251,1378,133,360,14,55,0.235845508
chr2,27500001,27600000,850,1145,173,261,81,85,0.471691016
chr2,27600001,27700000,776,798,250,105,70,114,0.235845508
chr2,27700001,27800000,787,1096,231,235,9,236,0.235845508
chr2,27800001,27900000,986,992,150,364,48,107,0.471691016
chr2,27900001,28000000,1064,1141,301,390,41,49,0.943382033
chr2,28000001,28100000,896,981,288,298,45,7,0.235845508
chr2,28100001,28200000,923,1150,339,152,82,37,0.473937096
chr2,28200001,28300000,911,1063,210,431,86,62,0.235845508
chr2,28300001,28400000,1201,968,433,211,90,121,0.235845508
chr2,28400001,28500000,877,1207,178,301,57,21,0.708654242
chr2,28500001,28600000,1233,1275,413,340,32,5,0
chr2,28600001,28700000,963,1439,401,368,79,82,0
chr2,28700001,28800000,798,722,185,151,50,59,0.945628112
chr2,28800001,28900000,1035,1506,295,546,79,92,0
chr2,28900001,29000000,988,1289,241,420,78,108,0
chr2,29000001,29100000,992,1321,326,473,34,135,0.235845508
chr2,29100001,29200000,720,1260,96,319,49,94,0.707536525
chr2,29200001,29300000,693,1533,98,532,98,54,0.707536525
chr2,29300001,29400000,1337,958,460,325,18,111,0
chr2,29400001,29500000,729,950,286,270,84,72,0.235845508
chr2,29500001,29600000,875,1280,230,422,90,83,0
chr2,29600001,29700000,1223,986,485,241,19,130,0.235845508
chr2,29700001,29800000,833,1319,128,432,47,43,0.235845508
chr2,29800001,29900000,1250,747,143,164,103,28,0.471691016
chr2,29900001,30000000,891,650,106,109,72,90,0.943382033
chr2,30000001,30100000,793,1155,397,362,112,52,0.235845508
chr2,30100001,30200000,1002,1187,221,375,15,30,0.235845508
chr2,30200001,30300000,903,927,202,170,71,88,0.943382033
chr2,30300001,30400000,894,1421,184,542,105,56,0.707536525
chr2,30400001,30500000,1143,867,425,148,78,36,0.235845508
chr2,30500001,30600000,1062,1181,351,242,43,53,0.471691016
chr2,30600001,30700000,994,1020,299,136,38,72,0
chr2,30700001,30800000,790,650,71,193,83,247,0
chr2,30800001,30900000,727,1317,155,345,114,68,0.707536525
chr2,30900001,31000000,1085,898,357,280,52,53,0.473937096
chr2,31000001,31100000,921,840,162,142,125,101,0.235845508
chr2,31100001,31200000,808,1382,262,516,57,64,1.889010145
chr2,31200001,31300000,976,1015,161,264,60,85,0.471691016
chr2,31300001,31400000,1107,1256,380,395,46,51,0
chr2,31400001,31500000,1109,946,210,238,88,92,0.235845508
chr2,31500001,31600000,1060,825,107,254,82,115,1.179227541
chr2,31600001,31700000,768,803,324,231,78,64,0.235845508
chr2,31700001,31800000,787,1474,173,389,52,33,0.235845508
chr2,31800001,31900000,1037,994,362,250,29,141,0
chr2,31900001,32000000,1078,978,109,181,89,70,0.235845508
chr2,32000001,32100000,662,1250,124,298,25,111,1.657699988
chr2,32100001,32200000,742,1307,191,427,118,174,0.943382033
chr2,32200001,32300000,822,1057,87,110,32,97,0.471691016
chr2,32300001,32400000,1077,654,559,274,33,75,0.235845508
chr2,32400001,32500000,884,677,203,109,63,119,0.707536525
chr2,32500001,32600000,999,1652,120,467,60,25,0
chr2,32600001,32700000,776,840,172,194,79,217,0
chr2,32700001,32800000,923,918,243,161,55,80,0.709782604
chr2,32800001,32900000,1088,722,254,183,60,114,0.235845508
chr2,32900001,33000000,1230,1004,499,232,34,41,0.707536525
chr2,33000001,33100000,909,1419,150,578,88,58,1.181473621
chr2,33100001,33200000,732,885,91,193,68,132,0.235845508
chr2,33200001,33300000,711,904,123,155,44,79,0.236963225
chr2,33300001,33400000,1133,1198,325,294,88,103,0.236963225
chr2,33400001,33500000,890,797,99,190,71,121,0.236963225
chr2,33500001,33600000,1136,1094,225,425,46,85,0
chr2,33600001,33700000,1194,1335,167,530,105,52,0
chr2,33700001,33800000,1222,949,308,235,22,163,0
chr2,33800001,33900000,1000,881,163,145,9,45,0.235845508
chr2,33900001,34000000,713,1042,209,406,114,78,1.179227541
chr2,34000001,34100000,996,1119,315,202,93,138,0.709782604
chr2,34100001,34200000,855,908,329,210,127,195,0.471691016
chr2,34200001,34300000,932,1111,43,262,15,46,0.471691016
chr2,34300001,34400000,999,1144,143,386,67,26,0.707536525
chr2,34400001,34500000,906,1391,138,273,61,131,0.235845508
chr2,34500001,34600000,724,1390,127,381,89,32,0.707536525
chr2,34600001,34700000,128,1034,45,244,0,51,0
chr2,34700001,34800000,714,758,133,162,68,221,0.707536525
chr2,34800001,34900000,698,917,86,241,41,180,0.235845508
chr2,34900001,35000000,858,828,160,173,147,67,0.707536525
chr2,35000001,35100000,1045,958,452,84,151,22,0.235845508
chr2,35100001,35200000,817,853,131,162,52,144,0.235845508
chr2,35200001,35300000,934,715,236,103,63,76,0.943382033
chr2,35300001,35400000,806,1100,130,257,43,33,0
chr2,35400001,35500000,706,789,71,128,53,125,0.471691016
chr2,35500001,35600000,965,649,133,147,69,122,0.235845508
chr2,35600001,35700000,956,880,140,214,54,160,0.945628112
chr2,35700001,35800000,614,713,30,151,83,145,1.181473621
chr2,35800001,35900000,801,840,53,134,108,54,0.943382033
chr2,35900001,36000000,917,1244,107,246,68,132,0.707536525
chr2,36000001,36100000,1178,821,458,166,35,82,0
chr2,36100001,36200000,667,769,85,94,32,124,0.236963225
chr2,36200001,36300000,1008,1087,62,203,27,56,0
chr2,36300001,36400000,1117,696,249,95,50,122,0
chr2,36400001,36500000,991,625,402,56,23,63,0
chr2,36500001,36600000,0,611,0,72,0,116,0
chr2,36600001,36700000,0,1113,0,197,0,17,0
chr2,36700001,36800000,0,666,0,120,0,37,0
chr2,36800001,36900000,0,938,0,120,0,31,0
chr2,36900001,37000000,0,926,0,76,0,26,0
chr2,37000001,37100000,0,2399,0,969,0,45,0
chr3,1,100000,919,1302,158,288,7,12,0
chr3,100001,200000,781,713,65,90,76,73,0.473937096
